Source IP, Source Port, Destination IP, Destination Port, Protocol, Flow Duration, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,label
131.202.240.150,40186,216.58.219.200,443,6,25644,0,77.9909530494,25644,0,25644,25644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,59424,74.125.226.23,443,6,25136,0,79.5671546785,25136,0,25136,25136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44768,216.58.219.226,443,6,25553,0,78.2686964349,25553,0,25553,25553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33604,23.203.88.184,443,6,36514,0,54.7735115298,36514,0,36514,36514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34387,54.192.55.68,443,6,24859,0,80.4537592019,24859,0,24859,24859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,39973,74.125.226.26,443,6,24859,0,80.4537592019,24859,0,24859,24859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44675,216.58.219.226,443,6,25465,0,78.5391714117,25465,0,25465,25465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34384,54.192.55.68,443,6,24729,0,80.8767034656,24729,0,24729,24729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34386,54.192.55.68,443,6,24750,0,80.8080808081,24750,0,24750,24750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34388,54.192.55.68,443,6,24743,0,80.8309420846,24743,0,24743,24743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34390,54.192.55.68,443,6,24745,0,80.8244089715,24745,0,24745,24745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34385,54.192.55.68,443,6,24829,0,80.5509686254,24829,0,24829,24829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50896,199.16.156.120,443,6,71905,0,27.8144774355,71905,0,71905,71905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,58597,199.38.164.155,443,6,38498,0,51.9507506883,38498,0,38498,38498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44640,216.58.219.226,443,6,25575,0,78.2013685239,25575,0,25575,25575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50021,23.45.42.244,443,6,38923,0,51.3835007579,38923,0,38923,38923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,52588,173.194.123.79,443,6,24928,0,80.2310654685,24928,0,24928,24928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,42162,74.125.226.8,443,6,25091,0,79.7098561237,25091,0,25091,25091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,47554,23.195.220.179,443,6,30234,0,66.1506912747,30234,0,30234,30234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,40949,23.32.152.192,443,6,37853,0,52.8359707289,37853,0,37853,37853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33158,23.195.208.65,443,6,29454,0,67.9024920215,29454,0,29454,29454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,52588,173.194.123.79,443,6,25058,0,79.8148295953,25058,0,25058,25058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,59057,23.195.192.174,443,6,31170,0,64.1642605069,31170,0,31170,31170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,35495,216.58.219.230,443,6,25612,0,78.0883960643,25612,0,25612,25612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,35497,216.58.219.230,443,6,25561,0,78.2442001487,25561,0,25561,25561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,49240,216.58.219.238,443,6,25522,0,78.3637645953,25522,0,25522,25522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,46678,54.230.53.88,80,6,24884,0,80.372930397,24884,0,24884,24884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,56180,54.230.52.103,443,6,24741,0,80.837476254,24741,0,24741,24741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,56181,54.230.52.103,443,6,24742,0,80.8342090373,24742,0,24742,24742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34387,54.192.55.68,443,6,24689,0,81.0077362388,24689,0,24689,24689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34388,54.192.55.68,443,6,24700,0,80.971659919,24700,0,24700,24700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34384,54.192.55.68,443,6,24703,0,80.9618264988,24703,0,24703,24703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34390,54.192.55.68,443,6,24702,0,80.9651040402,24702,0,24702,24702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34386,54.192.55.68,443,6,24704,0,80.9585492228,24704,0,24704,24704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34385,54.192.55.68,443,6,24849,0,80.486136263,24849,0,24849,24849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,46678,54.230.53.88,80,6,37191,0,53.776451292,37191,0,37191,37191,37191,0,37191,37191,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,36085,216.58.219.225,443,6,25522,0,78.3637645953,25522,0,25522,25522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,37414,162.208.20.166,443,6,107354,0,18.6299532388,107354,0,107354,107354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34387,54.192.55.68,443,6,3679392,0,0.5435680678,3679392,0,3679392,3679392,3679392,0,3679392,3679392,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34388,54.192.55.68,443,6,3667739,0,0.5452950714,3667739,0,3667739,3667739,3667739,0,3667739,3667739,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34384,54.192.55.68,443,6,3664194,0,0.5458226284,3664194,0,3664194,3664194,3664194,0,3664194,3664194,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34390,54.192.55.68,443,6,3660562,0,0.5463641922,3660562,0,3660562,3660562,3660562,0,3660562,3660562,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34386,54.192.55.68,443,6,3652709,0,0.5475388267,3652709,0,3652709,3652709,3652709,0,3652709,3652709,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34385,54.192.55.68,443,6,3612838,0,0.5535814227,3612838,0,3612838,3612838,3612838,0,3612838,3612838,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50989,173.194.123.33,80,6,25353,0,78.8861278744,25353,0,25353,25353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,47591,24.156.140.10,443,6,21119,0,94.7014536673,21119,0,21119,21119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60044,74.125.22.188,5228,6,37980,0,52.6592943655,37980,0,37980,37980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33265,173.194.123.109,443,6,25124,0,79.6051584143,25124,0,25124,25124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33266,173.194.123.109,443,6,25185,0,79.4123486202,25185,0,25185,25185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60636,74.125.226.16,443,6,25165,0,79.4754619511,25165,0,25165,25165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,40186,216.58.219.200,443,6,25811,0,77.486343032,25811,0,25811,25811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,59424,74.125.226.23,443,6,24962,0,80.1217851134,24962,0,24962,24962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44768,216.58.219.226,443,6,25960,0,77.0416024653,25960,0,25960,25960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33604,23.203.88.184,443,6,37044,0,53.9898499082,37044,0,37044,37044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,39973,74.125.226.26,443,6,24905,0,80.3051596065,24905,0,24905,24905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44675,216.58.219.226,443,6,25492,0,78.4559861917,25492,0,25492,25492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50896,199.16.156.120,443,6,71615,0,27.9271102423,71615,0,71615,71615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,58597,199.38.164.155,443,6,119072,0,16.7965600645,119072,0,119072,119072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44640,216.58.219.226,443,6,25552,0,78.2717595492,25552,0,25552,25552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50021,23.45.42.244,443,6,37501,0,53.331911149,37501,0,37501,37501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,42162,74.125.226.8,443,6,25095,0,79.6971508269,25095,0,25095,25095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,47554,23.195.220.179,443,6,29482,0,67.8380028492,29482,0,29482,29482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,40949,23.32.152.192,443,6,37406,0,53.4673581778,37406,0,37406,37406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33158,23.195.208.65,443,6,29713,0,67.3106047858,29713,0,29713,29713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,59057,23.195.192.174,443,6,31218,0,64.0656031777,31218,0,31218,31218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,35495,216.58.219.230,443,6,25618,0,78.070106956,25618,0,25618,25618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,35497,216.58.219.230,443,6,25686,0,77.8634275481,25686,0,25686,25686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,49240,216.58.219.238,443,6,25605,0,78.1097441906,25605,0,25605,25605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,36085,216.58.219.225,443,6,25530,0,78.339208774,25530,0,25530,25530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,37414,162.208.20.166,443,6,107177,0,18.6607201172,107177,0,107177,107177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,35495,216.58.219.230,443,6,25475,0,78.5083415113,25475,0,25475,25475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,35497,216.58.219.230,443,6,25525,0,78.3545543585,25525,0,25525,25525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50021,23.45.42.244,443,6,37306,0,53.6106792473,37306,0,37306,37306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50021,23.45.42.244,443,6,38313,0,52.2016025892,38313,0,38313,38313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50989,173.194.123.33,80,6,25104,0,79.6685787126,25104,0,25104,25104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,49240,216.58.219.238,443,6,25555,0,78.2625709255,25555,0,25555,25555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,47591,24.156.140.10,443,6,21833,0,91.6044519764,21833,0,21833,21833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60044,74.125.22.188,5228,6,38418,0,52.0589307096,38418,0,38418,38418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34045,173.194.123.122,443,6,25493,0,78.4529086416,25493,0,25493,25493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33265,173.194.123.109,443,6,25034,0,79.891347767,25034,0,25034,25034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33266,173.194.123.109,443,6,25016,0,79.948832747,25016,0,25016,25016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60636,74.125.226.16,443,6,29491,0,67.8173001933,29491,0,29491,29491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,40186,216.58.219.200,443,6,29733,0,67.2653280866,29733,0,29733,29733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,59424,74.125.226.23,443,6,25348,0,78.9016884961,25348,0,25348,25348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44768,216.58.219.226,443,6,28624,0,69.8714365567,28624,0,28624,28624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33604,23.203.88.184,443,6,41787,0,47.8617751932,41787,0,41787,41787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,39973,74.125.226.26,443,6,25579,0,78.1891395285,25579,0,25579,25579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44675,216.58.219.226,443,6,26182,0,76.3883584142,26182,0,26182,26182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50896,199.16.156.120,443,6,72472,0,27.5968649961,72472,0,72472,72472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33158,23.195.208.65,443,6,29283,0,68.2990130793,29283,0,29283,29283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,40949,23.32.152.192,443,6,37414,0,53.4559255894,37414,0,37414,37414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44640,216.58.219.226,443,6,25600,0,78.125,25600,0,25600,25600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,36085,216.58.219.225,443,6,25462,0,78.5484251041,25462,0,25462,25462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,42162,74.125.226.8,443,6,24991,0,80.0288103717,24991,0,24991,24991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,47554,23.195.220.179,443,6,29342,0,68.1616795038,29342,0,29342,29342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,40186,216.58.219.200,443,6,66215,0,30.2046364117,66215,0,66215,66215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60636,74.125.226.16,443,6,65728,0,30.4284323272,65728,0,65728,65728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,59424,74.125.226.23,443,6,56692,0,35.2783461511,56692,0,56692,56692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44768,216.58.219.226,443,6,67187,0,29.7676633873,67187,0,67187,67187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44675,216.58.219.226,443,6,69052,0,28.9636795458,69052,0,69052,69052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,39973,74.125.226.26,443,6,68539,0,29.1804665957,68539,0,68539,68539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,44640,216.58.219.226,443,6,25749,0,77.6729193367,25749,0,25749,25749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,59057,23.195.192.174,443,6,31254,0,63.9918090484,31254,0,31254,31254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,42162,74.125.226.8,443,6,25144,0,79.5418390073,25144,0,25144,25144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,37414,162.208.20.166,443,6,108576,0,18.420277041,108576,0,108576,108576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,53995,216.58.219.237,443,6,25545,0,78.2932080642,25545,0,25545,25545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,57193,173.194.123.100,443,6,25193,0,79.387131346,25193,0,25193,25193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50989,173.194.123.33,80,6,25230,0,79.2707094728,25230,0,25230,25230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,47591,24.156.140.10,443,6,22253,0,89.8755224015,22253,0,22253,22253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60044,74.125.22.188,5228,6,38086,0,52.5127343381,38086,0,38086,38086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34045,173.194.123.122,443,6,25076,0,79.7575370873,25076,0,25076,25076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33265,173.194.123.109,443,6,46939,0,42.6084918724,46939,0,46939,46939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33266,173.194.123.109,443,6,46951,0,42.597601755,46951,0,46951,46951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33604,23.203.88.184,443,6,102821,0,19.4512794079,102821,0,102821,102821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50896,199.16.156.120,443,6,115211,0,17.3594535244,115211,0,115211,115211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,58597,199.38.164.155,443,6,66441,0,30.1018949143,66441,0,66441,66441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,47554,23.195.220.179,443,6,29531,0,67.7254410619,29531,0,29531,29531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,59057,23.195.192.174,443,6,31693,0,63.1054176001,31693,0,31693,31693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50989,173.194.123.33,80,6,25160,0,79.4912559618,25160,0,25160,25160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50989,173.194.123.33,80,6,85587,0,35.0520522977,42793.5,8579.3265761364,48860,36727,42793.5,8579.3265761364,48860,36727,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34045,173.194.123.122,443,6,25085,0,79.7289216663,25085,0,25085,25085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33265,173.194.123.109,443,6,25059,0,79.8116445189,25059,0,25059,25059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33266,173.194.123.109,443,6,25076,0,79.7575370873,25076,0,25076,25076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33265,173.194.123.109,443,6,36421,0,54.9133741523,36421,0,36421,36421,36421,0,36421,36421,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33266,173.194.123.109,443,6,38379,0,52.1118319915,38379,0,38379,38379,38379,0,38379,38379,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,34045,173.194.123.122,443,6,37308,0,53.6078052965,37308,0,37308,37308,37308,0,37308,37308,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,37414,162.208.20.166,443,6,107525,0,18.6003255057,107525,0,107525,107525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,37414,162.208.20.166,443,6,107390,0,18.6237079803,107390,0,107390,107390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,53995,216.58.219.237,443,6,25656,0,77.9544745868,25656,0,25656,25656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,57193,173.194.123.100,443,6,25277,0,79.1233136844,25277,0,25277,25277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,58597,199.38.164.155,443,6,38414,0,52.0643515385,38414,0,38414,38414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,33604,23.203.88.184,443,6,38649,0,51.7477813139,38649,0,38649,38649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,58597,199.38.164.155,443,6,119079,0,25.1933590306,59539.5,84113.8871560458,119017,62,0,0,0,0,62,0,62,62,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,47591,24.156.140.10,443,6,22514,0,88.8336146398,22514,0,22514,22514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60044,74.125.22.188,5228,6,38198,0,52.3587622389,38198,0,38198,38198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50896,199.16.156.120,443,6,71776,0,27.8644672314,71776,0,71776,71776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,47591,24.156.140.10,443,6,21003,0,95.2244917393,21003,0,21003,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,53995,216.58.219.237,443,6,25496,0,78.4436774396,25496,0,25496,25496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,57193,173.194.123.100,443,6,25064,0,79.7957229493,25064,0,25064,25064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60044,74.125.22.188,5228,6,38052,0,52.5596552087,38052,0,38052,38052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50896,199.16.156.120,443,6,71844,0,27.8380936473,71844,0,71844,71844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,53995,216.58.219.237,443,6,25499,0,78.4344484097,25499,0,25499,25499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,57193,173.194.123.100,443,6,25202,0,79.3587810491,25202,0,25202,25202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60044,74.125.22.188,5228,6,38047,0,52.5665624097,38047,0,38047,38047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,52956,216.58.219.227,443,6,25680,0,77.8816199377,25680,0,25680,25680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50896,199.16.156.120,443,6,71658,0,27.9103519495,71658,0,71658,71658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,53995,216.58.219.237,443,6,25492,0,78.4559861917,25492,0,25492,25492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,57193,173.194.123.100,443,6,25043,0,79.8626362656,25043,0,25043,25043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60044,74.125.22.188,5228,6,38044,0,52.5707076017,38044,0,38044,38044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,52956,216.58.219.227,443,6,25594,0,78.1433148394,25594,0,25594,25594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50896,199.16.156.120,443,6,72451,0,27.604863977,72451,0,72451,72451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60044,74.125.22.188,5228,6,38280,0,52.2466039707,38280,0,38280,38280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,52956,216.58.219.227,443,6,25615,0,78.0792504392,25615,0,25615,25615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50896,199.16.156.120,443,6,71817,0,27.8485595333,71817,0,71817,71817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60044,74.125.22.188,5228,6,38024,0,52.5983589312,38024,0,38024,38024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,52956,216.58.219.227,443,6,25519,0,78.3729769975,25519,0,25519,25519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50896,199.16.156.120,443,6,71830,0,27.8435194209,71830,0,71830,71830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,52956,216.58.219.227,443,6,25485,0,78.4775358054,25485,0,25485,25485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60044,74.125.22.188,5228,6,37991,0,52.6440472744,37991,0,37991,37991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,50896,199.16.156.120,443,6,71735,0,27.8803931135,71735,0,71735,71735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,56102,173.194.123.99,443,6,25053,0,79.8307587914,25053,0,25053,25053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.150,60044,74.125.22.188,5228,6,38333,0,52.1743667336,38333,0,38333,38333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
